id_observation,date,annee,mois,semaine,region_administrative,prefecture,zone_climatique,latitude,longitude,temperature_moyenne_c,temperature_min_c,temperature_max_c,precipitation_mm,precipitation_7j_mm,precipitation_30j_mm,humidite_relative_pct,vitesse_vent_kmh,jours_pluie_7j,humidite_sol_pct,indice_eau_stagnante,cas_paludisme_simules,taux_incidence_simule_pour_1000,niveau_risque
GN2025-03537,2025-12-26,2025,12,52,Boké,Boffa,côtier,10.18000,-14.04000,26.24,22.19,30.68,32.99,191.99,618.75,84.48,8.43,7,75.81,1.000,11,0.011,eleve
GN2025-03538,2025-08-17,2025,8,33,Boké,Boké,côtier,10.94000,-14.29000,28.13,23.06,32.70,90.45,111.75,437.52,91.29,4.85,5,79.90,1.000,19,0.019,eleve
GN2025-03539,2025-03-22,2025,3,12,Boké,Fria,côtier,10.37000,-13.58000,29.63,25.55,35.40,0.27,21.32,108.07,52.66,16.14,1,45.87,0.281,1,0.001,faible
GN2025-03540,2025-12-02,2025,12,49,Boké,Gaoual,soudano-guinéen,11.75000,-13.20000,27.92,24.90,33.01,2.77,28.77,292.03,76.38,10.07,7,58.04,0.562,6,0.006,faible
GN2025-03541,2025-10-18,2025,10,42,Boké,Koundara,soudano-guinéen,12.48000,-13.30000,27.90,24.28,31.22,0.93,9.78,132.74,72.59,8.06,5,46.33,0.336,7,0.007,faible
GN2025-03542,2025-10-16,2025,10,42,Faranah,Dabola,soudano-guinéen,10.75000,-11.11000,28.50,24.37,32.08,1.62,54.46,403.72,79.67,9.60,7,71.80,0.609,5,0.005,moyen
GN2025-03543,2025-03-04,2025,3,10,Faranah,Dinguiraye,soudano-guinéen,11.30000,-10.72000,29.54,24.32,33.72,0.38,11.88,46.26,58.74,16.34,1,29.96,0.190,5,0.005,faible
GN2025-03544,2025-02-15,2025,2,7,Faranah,Faranah,soudano-guinéen,10.04000,-10.74000,29.32,25.77,33.80,0.11,17.35,44.10,62.55,6.92,1,41.61,0.170,2,0.002,faible
GN2025-03545,2025-09-20,2025,9,38,Faranah,Kissidougou,forestier,9.18000,-10.10000,25.91,22.05,31.18,0.93,102.79,662.48,80.36,10.97,5,86.08,0.804,11,0.012,eleve
GN2025-03546,2025-12-21,2025,12,51,Kankan,Kankan,soudano-guinéen,10.39000,-9.31000,28.59,24.40,34.30,1.17,27.35,368.03,74.90,8.60,5,67.34,0.423,5,0.005,moyen
GN2025-03547,2025-01-06,2025,1,2,Kankan,Kérouané,forestier,9.27000,-9.01000,28.12,23.36,31.74,0.11,2.60,2.60,62.34,11.62,0,31.98,0.051,5,0.005,faible
GN2025-03548,2025-01-24,2025,1,4,Kankan,Kouroussa,soudano-guinéen,10.65000,-9.89000,29.76,26.22,33.92,0.14,2.51,12.42,57.81,12.34,0,32.26,0.131,4,0.004,faible
GN2025-03549,2025-02-05,2025,2,6,Kankan,Mandiana,soudano-guinéen,10.63000,-8.68000,30.63,27.42,33.79,0.41,2.37,18.88,53.45,13.34,0,36.53,0.127,5,0.005,faible
GN2025-03550,2025-11-18,2025,11,47,Kankan,Siguiri,soudano-guinéen,11.42000,-9.17000,30.95,27.45,34.94,1.59,64.85,171.70,75.79,8.75,6,48.94,0.645,8,0.007,faible
GN2025-03551,2025-11-21,2025,11,47,Kindia,Coyah,côtier,9.71000,-13.38000,27.35,24.31,30.35,0.54,159.85,743.37,72.15,6.22,4,88.51,0.926,19,0.021,eleve
GN2025-03552,2025-02-18,2025,2,8,Kindia,Dubréka,côtier,9.79000,-13.52000,28.63,24.65,32.07,0.14,3.39,120.81,59.12,8.00,0,46.34,0.102,5,0.006,faible
GN2025-03553,2025-01-20,2025,1,4,Kindia,Forécariah,côtier,9.43000,-13.09000,28.05,23.94,32.66,0.49,2.89,15.64,55.95,11.13,0,41.25,0.127,1,0.001,faible
GN2025-03554,2025-10-14,2025,10,42,Kindia,Kindia,côtier,10.06000,-12.87000,25.50,21.73,31.21,45.47,132.71,1055.75,81.15,2.38,6,98.00,1.000,9,0.010,eleve
GN2025-03555,2025-06-14,2025,6,24,Kindia,Télimélé,soudano-guinéen,10.91000,-13.04000,26.88,23.48,32.33,18.77,37.97,254.45,67.43,8.65,6,57.57,0.541,9,0.009,moyen
GN2025-03556,2025-03-01,2025,3,9,Labé,Koubia,montagneux,11.59000,-11.90000,27.07,22.04,30.40,0.54,2.59,52.91,58.23,12.59,0,34.21,0.049,1,0.001,faible
GN2025-03557,2025-04-27,2025,4,17,Labé,Labé,montagneux,11.32000,-12.29000,25.85,20.62,29.10,1.30,17.65,63.18,61.97,11.90,3,39.23,0.289,4,0.004,faible
GN2025-03558,2025-08-10,2025,8,32,Labé,Lélouma,montagneux,11.18000,-12.48000,24.28,19.87,28.40,54.49,200.47,537.27,80.29,8.13,4,71.77,1.000,8,0.007,eleve
GN2025-03559,2025-08-27,2025,8,35,Labé,Mali,montagneux,12.08000,-12.30000,23.99,18.87,29.29,0.86,62.47,467.93,73.50,11.54,6,73.00,0.689,7,0.006,moyen
GN2025-03560,2025-06-29,2025,6,26,Labé,Tougué,montagneux,11.45000,-11.67000,23.88,18.66,28.89,5.69,49.15,254.46,70.80,8.63,6,58.99,0.520,6,0.005,faible
GN2025-03561,2025-04-12,2025,4,15,Mamou,Dalaba,montagneux,10.69000,-12.25000,24.71,20.87,28.44,0.13,2.61,47.51,63.33,10.36,0,35.98,0.054,2,0.002,faible
GN2025-03562,2025-02-26,2025,2,9,Mamou,Mamou,montagneux,10.38000,-12.09000,25.55,21.11,30.91,0.66,2.95,14.41,54.52,10.92,0,32.31,0.083,2,0.002,faible
GN2025-03563,2025-05-18,2025,5,20,Mamou,Pita,montagneux,11.06000,-12.40000,23.79,19.71,28.40,5.98,19.60,225.13,67.33,10.36,5,48.69,0.366,5,0.005,faible
GN2025-03564,2025-06-25,2025,6,26,Nzérékoré,Beyla,forestier,8.69000,-8.65000,25.66,21.40,31.31,2.15,183.16,427.28,72.41,9.34,6,66.90,1.000,9,0.009,eleve
GN2025-03565,2025-07-18,2025,7,29,Nzérékoré,Guéckédou,forestier,8.57000,-10.13000,25.28,21.36,30.81,129.60,431.34,1263.95,92.70,6.20,7,98.00,1.000,16,0.018,eleve
GN2025-03566,2025-12-05,2025,12,49,Nzérékoré,Lola,forestier,7.80000,-8.53000,25.35,21.87,30.13,36.09,288.44,1158.38,85.36,7.63,6,98.00,1.000,9,0.010,eleve
GN2025-03567,2025-06-18,2025,6,25,Nzérékoré,Macenta,forestier,8.54000,-9.47000,26.03,21.90,30.49,2.63,180.27,551.02,73.52,5.92,5,74.66,1.000,8,0.009,eleve
GN2025-03568,2025-12-25,2025,12,52,Nzérékoré,Nzérékoré,forestier,7.76000,-8.82000,27.05,23.79,31.79,64.39,317.90,992.60,81.20,7.28,6,98.00,1.000,11,0.012,eleve
GN2025-03569,2025-02-16,2025,2,7,Nzérékoré,Yomou,forestier,7.56000,-9.31000,28.31,25.10,31.59,0.62,53.69,82.27,54.49,13.64,1,32.66,0.376,4,0.004,faible
GN2025-03570,2025-06-04,2025,6,23,Conakry,Conakry,côtier,9.54000,-13.68000,28.59,23.26,34.15,12.55,84.87,379.05,74.45,9.84,5,60.80,0.703,12,0.014,moyen
GN2025-03571,2025-11-18,2025,11,47,Boké,Boffa,côtier,10.18000,-14.04000,28.06,22.62,31.08,49.96,313.88,678.36,73.66,8.14,7,83.12,1.000,13,0.014,eleve
GN2025-03572,2025-07-08,2025,7,28,Boké,Boké,côtier,10.94000,-14.29000,28.01,22.76,33.15,2.68,28.95,229.69,73.42,6.66,5,60.11,0.371,5,0.005,faible
GN2025-03573,2025-08-14,2025,8,33,Boké,Fria,côtier,10.37000,-13.58000,28.02,23.44,33.57,66.65,283.09,641.57,87.80,4.15,7,86.25,1.000,14,0.014,eleve
GN2025-03574,2025-02-01,2025,2,5,Boké,Gaoual,soudano-guinéen,11.75000,-13.20000,30.94,26.65,34.19,0.25,2.10,93.27,54.59,10.69,0,45.11,0.067,3,0.003,faible
GN2025-03575,2025-03-02,2025,3,9,Boké,Koundara,soudano-guinéen,12.48000,-13.30000,29.97,24.42,35.15,0.10,3.07,36.30,54.09,13.54,0,41.31,0.103,3,0.003,faible
GN2025-03576,2025-01-22,2025,1,4,Faranah,Dabola,soudano-guinéen,10.75000,-11.11000,28.75,24.42,33.47,0.17,2.42,8.28,56.31,10.55,0,36.28,0.054,0,0.000,faible
GN2025-03577,2025-05-22,2025,5,21,Faranah,Dinguiraye,soudano-guinéen,11.30000,-10.72000,28.39,23.48,32.03,14.34,59.55,235.53,67.05,7.58,4,55.44,0.512,4,0.004,moyen
GN2025-03578,2025-12-25,2025,12,52,Faranah,Faranah,soudano-guinéen,10.04000,-10.74000,27.62,24.02,32.27,52.92,183.98,450.70,76.86,10.04,6,73.20,1.000,15,0.015,eleve
GN2025-03579,2025-04-27,2025,4,17,Faranah,Kissidougou,forestier,9.18000,-10.10000,26.71,23.43,31.06,0.29,24.58,144.05,58.75,9.44,2,47.96,0.203,5,0.005,faible
GN2025-03580,2025-02-25,2025,2,9,Kankan,Kankan,soudano-guinéen,10.39000,-9.31000,31.01,27.43,35.96,0.71,2.68,13.72,56.93,8.76,0,37.22,0.099,1,0.001,faible
GN2025-03581,2025-04-10,2025,4,15,Kankan,Kérouané,forestier,9.27000,-9.01000,28.14,24.74,31.31,0.02,25.68,49.62,60.44,7.06,2,31.67,0.263,4,0.004,faible
GN2025-03582,2025-03-01,2025,3,9,Kankan,Kouroussa,soudano-guinéen,10.65000,-9.89000,30.55,25.29,33.58,0.74,3.43,33.59,64.22,13.05,0,36.94,0.101,1,0.001,faible
GN2025-03583,2025-12-04,2025,12,49,Kankan,Mandiana,soudano-guinéen,10.63000,-8.68000,28.72,25.46,32.21,1.28,85.20,351.62,80.35,8.11,4,67.78,0.656,10,0.010,moyen
GN2025-03584,2025-12-25,2025,12,52,Kankan,Siguiri,soudano-guinéen,11.42000,-9.17000,29.48,25.25,33.37,24.15,42.47,90.52,74.69,4.17,4,52.00,0.509,7,0.007,faible
GN2025-03585,2025-11-02,2025,11,44,Kindia,Coyah,côtier,9.71000,-13.38000,27.35,21.84,30.64,2.23,257.60,848.02,69.14,7.32,7,80.23,1.000,16,0.018,eleve
GN2025-03586,2025-02-06,2025,2,6,Kindia,Dubréka,côtier,9.79000,-13.52000,28.69,24.10,32.16,0.08,81.67,119.50,58.35,11.42,2,42.02,0.558,1,0.001,moyen
GN2025-03587,2025-03-19,2025,3,12,Kindia,Forécariah,côtier,9.43000,-13.09000,28.45,22.94,32.44,0.22,20.12,112.70,56.10,7.46,1,41.01,0.188,2,0.002,faible
GN2025-03588,2025-04-09,2025,4,15,Kindia,Kindia,côtier,10.06000,-12.87000,27.74,24.31,33.53,0.06,34.15,76.83,61.47,7.91,1,44.68,0.292,6,0.006,faible
GN2025-03589,2025-12-26,2025,12,52,Kindia,Télimélé,soudano-guinéen,10.91000,-13.04000,27.75,22.64,31.25,1.14,110.24,519.70,74.87,9.15,7,71.89,0.916,11,0.011,eleve
GN2025-03590,2025-07-04,2025,7,27,Labé,Koubia,montagneux,11.59000,-11.90000,25.00,20.09,28.75,13.77,21.44,153.73,72.35,10.92,4,56.87,0.411,5,0.005,faible
GN2025-03591,2025-09-24,2025,9,39,Labé,Labé,montagneux,11.32000,-12.29000,24.96,21.93,29.08,9.46,69.74,513.44,70.34,13.64,6,73.73,0.684,9,0.008,moyen
GN2025-03592,2025-08-05,2025,8,32,Labé,Lélouma,montagneux,11.18000,-12.48000,23.82,19.81,28.10,1.24,17.36,456.24,81.47,5.99,4,70.89,0.426,4,0.004,faible
GN2025-03593,2025-06-30,2025,6,27,Labé,Mali,montagneux,12.08000,-12.30000,25.84,22.71,30.44,9.29,95.58,289.74,76.48,10.73,6,53.71,0.832,8,0.007,moyen
GN2025-03594,2025-10-17,2025,10,42,Labé,Tougué,montagneux,11.45000,-11.67000,24.66,19.07,28.80,14.30,33.80,261.66,72.99,5.08,5,61.04,0.460,10,0.009,faible
GN2025-03595,2025-12-15,2025,12,51,Mamou,Dalaba,montagneux,10.69000,-12.25000,24.91,20.27,29.14,2.06,92.32,710.75,76.33,8.11,4,89.99,0.706,21,0.020,moyen
GN2025-03596,2025-05-16,2025,5,20,Mamou,Mamou,montagneux,10.38000,-12.09000,24.31,21.28,29.96,0.71,11.72,42.53,62.46,11.48,5,45.01,0.416,7,0.007,faible
GN2025-03597,2025-12-11,2025,12,50,Mamou,Pita,montagneux,11.06000,-12.40000,24.52,20.12,30.29,0.36,140.47,536.47,72.92,7.61,6,71.26,1.000,16,0.015,eleve
GN2025-03598,2025-07-10,2025,7,28,Nzérékoré,Beyla,forestier,8.69000,-8.65000,26.96,22.41,31.97,1.13,34.83,415.07,80.99,8.44,5,70.54,0.483,7,0.007,moyen
GN2025-03599,2025-12-24,2025,12,52,Nzérékoré,Guéckédou,forestier,8.57000,-10.13000,25.95,22.21,30.18,22.22,175.37,1324.54,77.49,5.75,7,98.00,1.000,22,0.024,eleve
GN2025-03600,2025-03-14,2025,3,11,Nzérékoré,Lola,forestier,7.80000,-8.53000,26.16,21.63,30.95,0.15,3.00,108.15,65.91,8.32,0,36.63,0.058,3,0.003,faible
GN2025-03601,2025-02-27,2025,2,9,Nzérékoré,Macenta,forestier,8.54000,-9.47000,26.29,22.28,30.53,0.22,66.12,147.31,48.11,9.87,2,34.46,0.482,7,0.008,faible
GN2025-03602,2025-09-14,2025,9,37,Nzérékoré,Nzérékoré,forestier,7.76000,-8.82000,25.20,21.79,30.87,13.82,255.07,996.48,78.77,9.76,7,98.00,1.000,17,0.019,eleve
GN2025-03603,2025-04-18,2025,4,16,Nzérékoré,Yomou,forestier,7.56000,-9.31000,27.28,23.99,30.32,17.27,63.63,182.99,64.78,8.40,2,58.81,0.431,9,0.010,moyen
GN2025-03604,2025-05-14,2025,5,20,Conakry,Conakry,côtier,9.54000,-13.68000,28.59,23.52,33.82,16.33,73.83,171.37,75.63,9.41,5,51.17,0.642,7,0.008,moyen
GN2025-03605,2025-04-24,2025,4,17,Boké,Boffa,côtier,10.18000,-14.04000,27.49,22.95,32.40,0.60,2.25,135.24,62.27,12.96,0,53.99,0.048,3,0.003,faible
GN2025-03606,2025-12-11,2025,12,50,Boké,Boké,côtier,10.94000,-14.29000,27.57,23.63,32.33,2.85,107.60,591.77,79.23,5.84,7,75.94,0.904,9,0.009,eleve
GN2025-03607,2025-01-04,2025,1,1,Boké,Fria,côtier,10.37000,-13.58000,29.17,24.30,34.51,0.33,21.82,21.82,56.11,11.66,1,33.49,0.271,3,0.003,faible
GN2025-03608,2025-07-23,2025,7,30,Boké,Gaoual,soudano-guinéen,11.75000,-13.20000,29.33,23.75,32.69,0.56,67.33,306.68,82.85,6.66,3,69.17,0.622,8,0.008,moyen
GN2025-03609,2025-02-16,2025,2,7,Boké,Koundara,soudano-guinéen,12.48000,-13.30000,30.43,26.75,33.43,0.36,15.04,23.45,66.12,11.00,1,31.23,0.208,4,0.004,faible
GN2025-03610,2025-05-29,2025,5,22,Faranah,Dabola,soudano-guinéen,10.75000,-11.11000,28.52,25.29,34.10,9.45,80.73,239.39,75.23,9.03,5,51.64,0.702,5,0.005,moyen
GN2025-03611,2025-09-15,2025,9,38,Faranah,Dinguiraye,soudano-guinéen,11.30000,-10.72000,26.85,22.13,32.35,2.06,54.02,380.50,73.65,9.60,6,65.39,0.607,8,0.008,moyen
GN2025-03612,2025-11-27,2025,11,48,Faranah,Faranah,soudano-guinéen,10.04000,-10.74000,26.74,23.34,32.30,0.31,60.25,472.53,83.50,11.78,5,78.28,0.637,18,0.018,moyen
GN2025-03613,2025-12-07,2025,12,49,Faranah,Kissidougou,forestier,9.18000,-10.10000,25.90,21.01,31.67,0.64,192.32,883.94,72.38,8.26,3,91.25,1.000,9,0.009,eleve
GN2025-03614,2025-06-29,2025,6,26,Kankan,Kankan,soudano-guinéen,10.39000,-9.31000,28.72,24.56,33.22,0.45,41.05,275.74,68.55,10.30,4,62.28,0.480,7,0.007,faible
GN2025-03615,2025-08-07,2025,8,32,Kankan,Kérouané,forestier,9.27000,-9.01000,28.67,24.49,32.05,18.92,141.54,558.35,74.54,9.53,7,74.03,1.000,8,0.008,eleve
GN2025-03616,2025-03-19,2025,3,12,Kankan,Kouroussa,soudano-guinéen,10.65000,-9.89000,29.67,25.43,34.71,0.25,3.27,13.14,55.68,8.65,0,33.59,0.079,2,0.002,faible
GN2025-03617,2025-02-05,2025,2,6,Kankan,Mandiana,soudano-guinéen,10.63000,-8.68000,30.63,27.42,33.79,0.41,2.37,18.88,53.45,13.34,0,42.90,0.020,5,0.005,faible
GN2025-03618,2025-03-05,2025,3,10,Kankan,Siguiri,soudano-guinéen,11.42000,-9.17000,31.31,27.89,36.68,0.23,3.76,31.94,56.34,10.53,0,33.86,0.052,3,0.003,faible
GN2025-03619,2025-01-18,2025,1,3,Kindia,Coyah,côtier,9.71000,-13.38000,29.69,24.79,32.83,0.08,2.79,8.75,57.14,11.92,0,36.74,0.142,1,0.001,faible
GN2025-03620,2025-12-15,2025,12,51,Kindia,Dubréka,côtier,9.79000,-13.52000,26.11,22.33,29.17,18.20,136.33,992.41,86.08,10.32,7,98.00,1.000,15,0.017,eleve
GN2025-03621,2025-10-01,2025,10,40,Kindia,Forécariah,côtier,9.43000,-13.09000,26.82,22.66,31.58,69.54,258.71,1242.70,92.72,11.93,7,98.00,1.000,11,0.012,eleve
GN2025-03622,2025-08-18,2025,8,34,Kindia,Kindia,côtier,10.06000,-12.87000,27.90,24.52,32.61,2.02,130.83,814.95,72.59,9.84,6,86.05,0.950,16,0.017,eleve
GN2025-03623,2025-05-14,2025,5,20,Kindia,Télimélé,soudano-guinéen,10.91000,-13.04000,26.93,22.25,30.22,0.79,44.34,122.66,68.65,10.83,5,48.41,0.524,9,0.009,faible
GN2025-03624,2025-06-23,2025,6,26,Labé,Koubia,montagneux,11.59000,-11.90000,24.86,21.40,29.95,0.29,38.83,223.57,63.70,8.44,6,55.48,0.466,4,0.004,faible
GN2025-03625,2025-09-23,2025,9,39,Labé,Labé,montagneux,11.32000,-12.29000,24.91,21.42,28.63,28.40,69.09,621.20,86.90,7.86,6,89.55,0.791,10,0.009,moyen
GN2025-03626,2025-09-21,2025,9,38,Labé,Lélouma,montagneux,11.18000,-12.48000,23.21,19.11,28.05,2.50,107.24,386.70,71.31,8.78,7,64.86,0.928,6,0.006,moyen
GN2025-03627,2025-05-06,2025,5,19,Labé,Mali,montagneux,12.08000,-12.30000,25.01,20.42,30.36,2.83,71.14,182.69,60.22,10.34,5,37.48,0.647,4,0.004,faible
GN2025-03628,2025-07-19,2025,7,29,Labé,Tougué,montagneux,11.45000,-11.67000,24.75,20.62,29.72,2.71,148.85,367.58,73.00,8.29,6,56.81,1.000,8,0.007,moyen
GN2025-03629,2025-07-04,2025,7,27,Mamou,Dalaba,montagneux,10.69000,-12.25000,25.45,19.93,30.11,54.19,91.43,266.40,81.08,9.77,5,56.21,0.756,9,0.008,moyen
GN2025-03630,2025-05-17,2025,5,20,Mamou,Mamou,montagneux,10.38000,-12.09000,26.14,22.82,30.07,0.77,11.11,42.71,65.08,8.93,4,49.95,0.320,9,0.009,faible
GN2025-03631,2025-11-28,2025,11,48,Mamou,Pita,montagneux,11.06000,-12.40000,25.17,21.39,30.82,2.15,66.84,492.89,78.14,7.40,6,74.37,0.686,11,0.010,moyen
GN2025-03632,2025-11-10,2025,11,46,Nzérékoré,Beyla,forestier,8.69000,-8.65000,26.23,22.74,30.84,18.91,209.14,1038.14,78.05,10.28,5,98.00,1.000,10,0.010,eleve
GN2025-03633,2025-02-07,2025,2,6,Nzérékoré,Guéckédou,forestier,8.57000,-10.13000,25.83,21.72,29.29,0.53,2.44,49.30,57.70,11.27,0,43.31,0.081,1,0.001,faible
GN2025-03634,2025-12-24,2025,12,52,Nzérékoré,Lola,forestier,7.80000,-8.53000,24.83,20.70,29.90,1.52,188.61,1064.44,76.19,8.47,7,98.00,1.000,7,0.007,eleve
GN2025-03635,2025-05-06,2025,5,19,Nzérékoré,Macenta,forestier,8.54000,-9.47000,25.64,22.22,31.11,2.66,124.17,226.37,71.45,7.35,5,51.95,0.926,15,0.016,moyen
GN2025-03636,2025-05-23,2025,5,21,Nzérékoré,Nzérékoré,forestier,7.76000,-8.82000,25.08,19.67,29.35,0.01,48.48,332.43,74.88,10.29,6,62.81,0.626,4,0.004,moyen
GN2025-03637,2025-06-16,2025,6,25,Nzérékoré,Yomou,forestier,7.56000,-9.31000,25.80,22.50,31.58,80.79,203.37,554.76,84.90,8.06,6,82.99,1.000,11,0.012,eleve
GN2025-03638,2025-04-11,2025,4,15,Conakry,Conakry,côtier,9.54000,-13.68000,27.80,23.16,31.76,0.46,12.13,134.53,57.69,11.31,1,45.83,0.214,4,0.005,faible
GN2025-03639,2025-08-21,2025,8,34,Boké,Boffa,côtier,10.18000,-14.04000,28.05,23.41,33.80,1.45,145.03,618.17,73.33,9.23,6,72.77,1.000,14,0.015,eleve
GN2025-03640,2025-05-14,2025,5,20,Boké,Boké,côtier,10.94000,-14.29000,28.13,23.29,33.91,46.83,81.43,198.33,71.92,10.47,6,57.07,0.659,14,0.014,moyen
GN2025-03641,2025-07-24,2025,7,30,Boké,Fria,côtier,10.37000,-13.58000,27.49,24.02,31.77,36.45,60.49,378.84,67.58,10.23,5,59.22,0.534,7,0.007,moyen
GN2025-03642,2025-03-03,2025,3,10,Boké,Gaoual,soudano-guinéen,11.75000,-13.20000,31.82,26.72,37.35,0.28,7.53,18.20,52.38,11.55,1,32.55,0.117,3,0.003,faible
GN2025-03643,2025-12-15,2025,12,51,Boké,Koundara,soudano-guinéen,12.48000,-13.30000,28.57,23.88,34.12,0.44,108.50,318.31,75.36,8.97,4,67.40,0.824,9,0.008,moyen
GN2025-03644,2025-01-24,2025,1,4,Faranah,Dabola,soudano-guinéen,10.75000,-11.11000,29.42,25.95,32.61,0.10,1.56,8.50,62.60,9.95,0,25.92,0.118,3,0.003,faible
GN2025-03645,2025-02-12,2025,2,7,Faranah,Dinguiraye,soudano-guinéen,11.30000,-10.72000,28.50,23.69,31.50,0.50,2.69,30.03,53.11,8.51,0,38.29,0.062,1,0.001,faible
GN2025-03646,2025-07-20,2025,7,29,Faranah,Faranah,soudano-guinéen,10.04000,-10.74000,27.28,22.87,30.81,0.10,56.27,343.70,68.42,6.23,5,62.36,0.535,11,0.011,moyen
GN2025-03647,2025-02-16,2025,2,7,Faranah,Kissidougou,forestier,9.18000,-10.10000,27.37,24.01,30.88,0.42,3.20,11.22,56.74,8.86,0,46.63,0.083,1,0.001,faible
GN2025-03648,2025-04-24,2025,4,17,Kankan,Kankan,soudano-guinéen,10.39000,-9.31000,28.70,23.98,34.50,0.13,19.65,34.60,66.41,10.79,1,43.34,0.186,4,0.004,faible
GN2025-03649,2025-02-11,2025,2,7,Kankan,Kérouané,forestier,9.27000,-9.01000,29.17,24.49,32.90,0.25,3.14,16.99,57.65,9.53,0,34.21,0.135,5,0.005,faible
GN2025-03650,2025-09-16,2025,9,38,Kankan,Kouroussa,soudano-guinéen,10.65000,-9.89000,28.23,25.19,33.53,2.47,102.70,285.33,77.65,5.98,6,62.48,0.781,13,0.013,moyen
GN2025-03651,2025-03-05,2025,3,10,Kankan,Mandiana,soudano-guinéen,10.63000,-8.68000,29.01,24.03,32.86,0.32,9.93,25.68,62.88,15.67,1,40.97,0.195,2,0.002,faible
GN2025-03652,2025-09-16,2025,9,38,Kankan,Siguiri,soudano-guinéen,11.42000,-9.17000,29.01,24.62,33.69,2.77,66.00,243.80,73.05,9.38,6,62.77,0.650,8,0.007,moyen
GN2025-03653,2025-06-22,2025,6,25,Kindia,Coyah,côtier,9.71000,-13.38000,27.43,24.17,31.84,63.75,194.53,442.40,75.67,3.92,6,69.36,1.000,16,0.018,eleve
GN2025-03654,2025-08-07,2025,8,32,Kindia,Dubréka,côtier,9.79000,-13.52000,27.56,24.07,31.19,0.81,175.35,1204.11,72.66,6.51,5,98.00,1.000,16,0.018,eleve
GN2025-03655,2025-02-04,2025,2,6,Kindia,Forécariah,côtier,9.43000,-13.09000,28.87,24.40,32.69,0.51,18.90,32.84,56.26,9.79,1,44.81,0.217,3,0.003,faible
GN2025-03656,2025-11-13,2025,11,46,Kindia,Kindia,côtier,10.06000,-12.87000,26.73,22.14,30.95,7.21,228.21,949.99,80.02,11.39,6,98.00,1.000,17,0.018,eleve
GN2025-03657,2025-07-17,2025,7,29,Kindia,Télimélé,soudano-guinéen,10.91000,-13.04000,26.87,21.73,32.66,24.29,222.23,624.21,74.23,8.64,7,80.19,1.000,12,0.012,eleve
GN2025-03658,2025-05-09,2025,5,19,Labé,Koubia,montagneux,11.59000,-11.90000,26.09,20.83,31.35,1.10,65.74,116.64,71.09,11.14,4,53.72,0.511,4,0.004,moyen
GN2025-03659,2025-07-29,2025,7,31,Labé,Labé,montagneux,11.32000,-12.29000,24.45,19.96,29.89,10.42,201.65,542.55,77.56,5.09,6,80.33,1.000,7,0.007,eleve
GN2025-03660,2025-03-17,2025,3,12,Labé,Lélouma,montagneux,11.18000,-12.48000,26.18,21.52,30.90,0.36,2.97,25.11,52.49,7.18,1,39.63,0.111,4,0.004,faible
GN2025-03661,2025-01-27,2025,1,5,Labé,Mali,montagneux,12.08000,-12.30000,26.38,22.37,29.65,0.20,2.53,34.66,57.36,12.06,0,43.03,0.092,2,0.002,faible
GN2025-03662,2025-05-06,2025,5,19,Labé,Tougué,montagneux,11.45000,-11.67000,26.49,20.92,30.97,10.22,16.90,71.94,62.65,10.31,2,54.89,0.256,7,0.006,faible
GN2025-03663,2025-01-07,2025,1,2,Mamou,Dalaba,montagneux,10.69000,-12.25000,25.00,19.68,29.29,0.12,2.18,2.18,51.47,10.35,0,36.77,0.059,1,0.001,faible
GN2025-03664,2025-05-21,2025,5,21,Mamou,Mamou,montagneux,10.38000,-12.09000,24.97,21.44,28.81,1.15,7.09,45.46,65.63,11.77,4,49.88,0.287,3,0.003,faible
GN2025-03665,2025-03-21,2025,3,12,Mamou,Pita,montagneux,11.06000,-12.40000,26.97,21.47,31.81,0.01,1.77,76.49,57.37,6.83,0,46.15,0.060,3,0.003,faible
GN2025-03666,2025-05-29,2025,5,22,Nzérékoré,Beyla,forestier,8.69000,-8.65000,26.19,23.03,30.17,13.48,95.35,394.58,68.30,8.02,6,69.02,0.841,6,0.006,moyen
GN2025-03667,2025-10-29,2025,10,44,Nzérékoré,Guéckédou,forestier,8.57000,-10.13000,25.13,19.60,29.99,67.64,229.66,860.66,76.22,9.39,7,95.13,1.000,13,0.014,eleve
GN2025-03668,2025-11-04,2025,11,45,Nzérékoré,Lola,forestier,7.80000,-8.53000,25.43,20.54,29.92,31.40,213.46,946.13,76.68,10.44,6,98.00,1.000,18,0.019,eleve
GN2025-03669,2025-08-20,2025,8,34,Nzérékoré,Macenta,forestier,8.54000,-9.47000,24.59,20.05,29.84,63.69,287.62,1399.19,77.44,3.12,7,98.00,1.000,9,0.010,eleve
GN2025-03670,2025-08-22,2025,8,34,Nzérékoré,Nzérékoré,forestier,7.76000,-8.82000,25.21,21.58,28.77,6.46,268.56,938.71,77.85,6.56,7,98.00,1.000,8,0.009,eleve
GN2025-03671,2025-01-16,2025,1,3,Nzérékoré,Yomou,forestier,7.56000,-9.31000,26.48,22.55,29.67,0.40,2.36,7.08,61.54,10.72,0,33.03,0.100,3,0.003,faible
GN2025-03672,2025-09-24,2025,9,39,Conakry,Conakry,côtier,9.54000,-13.68000,27.83,23.31,33.46,16.25,176.79,976.71,79.08,7.21,7,91.36,1.000,13,0.015,eleve
